num_of_samples,random_num,cas_number,pred_value,real_value,error_value
20,14,70-69-9,-8.26265505309,-7.0,1.26265505309
20,15,83-88-5,-7.59183036286,-5.3,2.29183036286
20,16,538-32-9,-8.13073342283,-7.3,0.830733422829
20,17,50-71-5,-5.78527347676,-5.7,0.0852734767579
20,18,62-56-6,-6.6243163756,-2.8,3.8243163756
20,19,579-66-8,-7.32557458237,-7.1,0.225574582367
20,20,85-01-8,-6.87196391359,-8.4,1.52803608641
20,21,15299-99-7,-8.06041404506,-8.2,0.139585954939
20,22,65-71-4,-4.52086775067,-6.0,1.47913224933
20,23,23184-66-9,-6.6004173686,-3.9,2.7004173686
20,24,57-63-6,-7.08829102023,-6.1,0.988291020233
20,25,114-26-1,-7.2222551267,-7.7,0.477744873299
20,26,91-75-8,-8.7556024282,-9.4,0.644397571796
20,27,591-07-1,-6.87106520099,-4.8,2.07106520099
20,28,141-84-4,-5.4519021072,-4.2,1.2519021072
20,29,103-33-3,-7.90607182496,-9.0,1.09392817504
20,30,480-16-0,-6.72869046815,-9.0,2.27130953185
20,31,50-32-8,-6.33500000893,-7.0,0.664999991072
20,32,15299-99-7,-6.7100000023,-8.2,1.4899999977
20,33,5826-73-3,-7.48729470303,-6.9,0.587294703027
20,34,16529-66-1,-7.16694274217,-4.7,2.46694274217
20,35,62-53-3,-6.21454526809,-5.7,0.514545268089
20,36,110-94-1,-7.79967567647,-5.1,2.69967567647
20,37,590-36-3,-6.4517236613,-4.9,1.5517236613
20,38,614-28-8,-5.68996320661,-8.7,3.01003679339
20,39,2029-64-3,-7.54172194946,-6.0,1.54172194946
20,40,41464-41-9,-7.84434271164,-6.5,1.34434271164
